rank,factor,total_refs,as_cause,as_effect,transcripts
4804,open waste disposal and street urination,1,0,1,1
4805,open waste near populated areas,1,1,0,1
4806,operating budget,1,1,0,1
4807,operation and maintenance capability,1,0,1,1
4808,operation and maintenance knowledge retention,1,0,1,1
4809,operation and maintenance of complex facilities,1,0,1,1
4810,operation and maintenance of water schemes,1,0,1,1
4811,operation and maintenance quality,1,0,1,1
4812,operation and maintenance support,1,0,1,1
4813,operation and maintenance training,1,1,0,1
4814,operation cost,1,0,1,1
4815,operation cost coverage,1,0,1,1
4816,operational break-even,1,0,1,1
4817,operational continuity,1,0,1,1
4818,operational cost gap,1,0,1,1
4819,operational cost management,1,0,1,1
4820,operational cost recovery,1,0,1,1
4821,operational cost study,1,1,0,1
4822,operational expenditure,1,0,1,1
4823,operational expense coverage,1,0,1,1
4824,operational facilitation,1,1,0,1
4825,operational knowledge of water operators,1,1,0,1
4826,operational reliability,1,0,1,1
4827,operational responsibility,1,0,1,1
4828,operational running cost,1,0,1,1
4829,operator skills,1,1,0,1
4830,opinion leader monopolization of water projects,1,1,0,1
4831,organizational accountability,1,0,1,1
4832,organizational capacity,1,0,1,1
4833,organizational capacity building,1,1,0,1
4834,organizational impact visibility,1,0,1,1
4835,organizational learning,1,0,1,1
4836,organizational performance,1,0,1,1
4837,organizational self-focus,1,1,0,1
4838,organizational survival,1,0,1,1
4839,organizations in water sector,1,1,0,1
4840,organizations responsible to monitor water schemes,1,1,0,1
4841,organized community waste collection groups,1,1,0,1
4842,organized coordination and data system,1,1,0,1
4843,organized local spare parts supply groups,1,1,0,1
4844,organized settlement,1,0,1,1
4845,organized waste disposal,1,0,1,1
4846,organized waste management,1,0,1,1
4847,organized water office management,1,1,0,1
4848,other latrine functionality,1,1,0,1
4849,outdated health extension package,1,1,0,1
4850,outdated infrastructure,1,1,0,1
4851,outsourcing,1,1,0,1
4852,outsourcing construction to private consultants,1,1,0,1
4853,outsourcing to cleaning association,1,1,0,1
4854,over-abstraction prevention,1,0,1,1
4855,over-usage of water schemes,1,1,0,1
4856,overseeing coordination body,1,1,0,1
4857,oversight capacity,1,0,1,1
4858,oversight of Kebele water problems,1,0,1,1
4859,oversized management committee,1,1,0,1
4860,own income generation from projects,1,1,0,1
4861,own vehicle,1,1,0,1
4862,pace of WASH improvement,1,0,1,1
4863,pace of water program development,1,0,1,1
4864,paid cleaning employees,1,1,0,1
4865,participatory WASH platform,1,1,0,1
4866,participatory and transparent system,1,1,0,1
4867,participatory vulnerability and capacity assessment,1,1,0,1
4868,partner activity mapping,1,0,1,1
4869,partner activity monitoring,1,0,1,1
4870,partner collaboration,1,1,0,1
4871,partner compliance,1,0,1,1
4872,partner coordination and learning,1,0,1,1
4873,partner cost-sharing,1,1,0,1
4874,partner departure after implementation,1,1,0,1
4875,partner facilitation support,1,1,0,1
4876,partner flexibility,1,1,0,1
4877,partner funding dominance,1,1,0,1
4878,partner fundraising support,1,1,0,1
4879,partner investment,1,1,0,1
4880,partner mobilization,1,1,0,1
4881,partner monitoring of water project finances,1,1,0,1
4882,partner organization involvement in budget oversight,1,1,0,1
4883,partner organization reporting and meeting participation,1,1,0,1
4884,partner participation in meetings,1,1,0,1
4885,partner-driven project implementation,1,1,0,1
4886,partner-government coordination,1,1,0,1
4887,partnerships with external organizations,1,1,0,1
4888,pastoral community stability,1,0,1,1
4889,pastoral development activities,1,0,1,1
4890,pastoral feed production,1,0,1,1
4891,pastoral/nomadic lifestyle,1,1,0,1
4892,pastoralist access to basic services,1,0,1,1
4893,pastoralist lifestyle,1,1,0,1
4894,pastoralist/mobile way of life,1,1,0,1
4895,pasture/feed supply in settlement areas,1,1,0,1
4896,payment compliance by Kebele,1,1,0,1
4897,payment control and access gates,1,1,0,1
4898,payment for preventive maintenance,1,0,1,1
4899,payment for water service,1,0,1,1
4900,payment monitoring committee,1,1,0,1
4901,peer education,1,0,1,1
4902,peer education among community members,1,1,0,1
4903,penalties for non-contribution to scheme protection,1,1,0,1
4904,penalties for revenue misuse,1,1,0,1
4905,penalty for sanitary violations,1,1,0,1
4906,penalty level,1,1,0,1
4907,perceived water cost,1,0,1,1
4908,percolation site capacity,1,1,0,1
4909,perennial droughts,1,1,0,1
4910,performance management,1,1,0,1
4911,performance monitoring,1,1,0,1
4912,performance monitoring systems,1,1,0,1
4913,peripheral water access,1,0,1,1
4914,permanent reservoir replacement,1,0,1,1
4915,permanent technical committee (WASHCO),1,1,0,1
4916,permanent waste disposal place,1,1,0,1
4917,permanent waste disposal site,1,1,0,1
4918,permanent waste disposal/landfill site,1,1,0,1
4919,permit body accountability,1,1,0,1
4920,permit cancellation enforcement,1,1,0,1
4921,permit compliance,1,0,1,1
4922,permit documentation requirements,1,1,0,1
4923,personal and community hygiene practices,1,0,1,1
4924,personal and community hygiene programs,1,1,0,1
4925,personal and environmental sanitation,1,0,1,1
4926,personal hygiene awareness,1,1,0,1
4927,personal hygiene capacity,1,0,1,1
4928,personal hygiene practice,1,0,1,1
4929,personal latrine development,1,0,1,1
4930,personnel attitude,1,1,0,1
4931,personnel capacity,1,0,1,1
4932,petrol station liquid waste,1,1,0,1
4933,philanthropist and community participation in water services,1,0,1,1
4934,physical water losses,1,0,1,1
4935,piecemeal resource allocation,1,1,0,1
4936,pillarization,1,1,0,1
4937,pipe deterioration,1,0,1,1
4938,pipe diversion before reservoir,1,1,0,1
4939,pipe installation,1,1,0,1
4940,pipe repair time,1,0,1,1
4941,pipeline age,1,1,0,1
4942,pipeline breakage and blockage,1,0,1,1
4943,pipeline burden,1,0,1,1
4944,pipeline condition,1,0,1,1
4945,pipeline contamination,1,0,1,1
4946,pipeline damage frequency,1,0,1,1
4947,pipeline deterioration,1,0,1,1
4948,pipeline durability,1,0,1,1
4949,pipeline expansion,1,1,0,1
4950,pipeline extension,1,1,0,1
4951,pipeline extensions to underserved areas,1,0,1,1
4952,pipeline installation based on master plan,1,1,0,1
4953,pipeline installation coverage,1,0,1,1
4954,pipeline leakage and water wastage,1,0,1,1
4955,pipeline length,1,1,0,1
4956,pipeline maintenance,1,0,1,1
4957,pipeline problem identification,1,0,1,1
4958,pipeline replacement,1,1,0,1
4959,pipeline sizing incompatibility with water pressure,1,1,0,1
4960,pipeline supply from water-rich areas,1,1,0,1
4961,pipeline systems with treated river water,1,1,0,1
4962,pipeline thickness and size,1,1,0,1
4963,pipeline water availability,1,1,0,1
4964,pipeline water contamination,1,0,1,1
4965,pit emptying service access,1,0,1,1
4966,plan and activity coordination,1,0,1,1
4967,plan sharing among partners,1,1,0,1
4968,plan-based follow-up,1,1,0,1
4969,planned improvements implementation,1,0,1,1
4970,planning and implementation quality,1,0,1,1
4971,planning to alleviate water service problems,1,0,1,1
4972,plastic pipeline material,1,1,0,1
4973,plastic sanitary materials for latrines,1,1,0,1
4974,policies,1,1,0,1
4975,policy framework,1,1,0,1
4976,policy frameworks for water service provision,1,1,0,1
4977,policy guidelines for NGO water project implementation,1,1,0,1
4978,policy guidelines for water sector,1,1,0,1
4979,policy knowledge,1,0,1,1
4980,policy prioritization of water service sustainability,1,1,0,1
4981,political and administrative agendas,1,1,0,1
4982,political appointment of office heads,1,1,0,1
4983,political appointment of water utility head,1,1,0,1
4984,political commitments of WASH committee officials,1,1,0,1
4985,political disputes,1,1,0,1
4986,political goodwill,1,1,0,1
4987,political grievances,1,0,1,1
4988,political influence on budget,1,1,0,1
4989,political influence on management,1,1,0,1
4990,political influence on management appointments,1,1,0,1
4991,political influence on resource allocation,1,1,0,1
4992,political influence on tariff-setting,1,1,0,1
4993,political influence on water schemes,1,0,1,1
4994,political interference at community level,1,1,0,1
4995,political interference by MCAs,1,1,0,1
4996,political interference in committee elections,1,1,0,1
4997,political interference in committees,1,1,0,1
4998,political interference in community committees,1,1,0,1
4999,political interference in schemes,1,0,1,1
5000,political leaders claiming ownership of Whave services,1,1,0,1
5001,political leadership priorities,1,1,0,1
5002,political opposition to dumping site,1,1,0,1
5003,political patronage,1,1,0,1
5004,political stability,1,0,1,1
5005,politicians promising free water,1,1,0,1
5006,politicians' promises of free repairs,1,1,0,1
5007,pollution inflow to water sources,1,1,0,1
5008,pooled finance from NGOs and investors,1,1,0,1
5009,poor financial records,1,1,0,1
5010,poor hygiene of water collection containers,1,1,0,1
5011,poor water quality,1,1,0,1
5012,poorly constructed drainage system,1,1,0,1
5013,popular participation,1,1,0,1
5014,population access to water services,1,0,1,1
5015,population and town growth,1,1,0,1
5016,population council coordination with community representatives,1,1,0,1
5017,population demand coverage,1,0,1,1
5018,population density,1,1,0,1
5019,population displacement,1,0,1,1
5020,population pressure on services,1,0,1,1
5021,population served,1,0,1,1
5022,population sharing a water source,1,1,0,1
5023,population water access,1,0,1,1
5024,population water coverage,1,0,1,1
5025,population water supply,1,0,1,1
5026,population-based budget allocation,1,1,0,1
5027,population-based budget allocation by regional authorities,1,1,0,1
5028,post-construction support,1,1,0,1
5029,post-establishment technical training,1,1,0,1
5030,post-exit project management,1,0,1,1
5031,post-exit project sustainability,1,0,1,1
5032,post-handover infrastructure maintenance,1,0,1,1
5033,post-handover maintenance responsibility,1,0,1,1
5034,post-handover monitoring and training,1,1,0,1
5035,post-handover policy framework,1,1,0,1
5036,post-project follow-up,1,1,0,1
5037,post-project management,1,1,0,1
5038,post-project monitoring,1,0,1,1
5039,potable water accessibility,1,0,1,1
5040,potable water supply,1,0,1,1
5041,potable water use for secondary purposes,1,0,1,1
5042,potential water area identification,1,0,1,1
5043,poverty mindset,1,1,0,1
5044,power generation,1,0,1,1
5045,power outage impact on water supply,1,0,1,1
5046,power outage response delay,1,1,0,1
5047,power outage response time,1,0,1,1
5048,practical application of training to community,1,1,0,1
5049,practical behavior change,1,0,1,1
5050,practical implementation,1,0,1,1
5051,practical situational analysis of context,1,1,0,1
5052,practical training on stream water development,1,1,0,1
5053,practice gap identification,1,0,1,1
5054,pre-assessment and feasibility study,1,1,0,1
5055,pre-construction challenge identification,1,1,0,1
5056,pre-construction comprehensive study,1,1,0,1
5057,pre-construction water source assessment,1,1,0,1
5058,pre-development study quality,1,0,1,1
5059,pre-handover training period,1,1,0,1
5060,pre-implementation investigation,1,1,0,1
5061,pre-license sanitation compliance check,1,1,0,1
5062,preliminary assessment of area potential,1,1,0,1
5063,premature completion certificates,1,1,0,1
5064,premature water scheme damage,1,1,0,1
5065,pressure on existing water schemes,1,0,1,1
5066,preventative maintenance,1,1,0,1
5067,preventive inter-sector coordination,1,1,0,1
5068,preventive maintenance service agreement,1,1,0,1
5069,preventive maintenance service coverage,1,0,1,1
5070,preventive maintenance services,1,1,0,1
5071,preventive maintenance success,1,0,1,1
5072,prior site research,1,1,0,1
5073,prior study for water line construction,1,1,0,1
5074,prioritization of sanitation issues,1,0,1,1
5075,priority area identification,1,0,1,1
5076,priority areas of intervention,1,0,1,1
5077,priority given to sanitation infrastructure,1,0,1,1
5078,priority on monitoring existing water schemes,1,0,1,1
5079,private and NGO engagement in water services,1,0,1,1
5080,private investment in water projects,1,0,1,1
5081,private operation of schemes,1,1,0,1
5082,private ownership of schemes,1,1,0,1
5083,private pit emptying service cost,1,1,0,1
5084,private scheme management,1,1,0,1
5085,private sector collaboration,1,1,0,1
5086,private sector financial contributions,1,1,0,1
5087,private sector infrastructure development capacity,1,0,1,1
5088,private sector investment,1,0,1,1
5089,private sector involvement in water management,1,1,0,1
5090,private sector involvement in water scheme management,1,1,0,1
5091,private sector maintenance engagement,1,0,1,1
5092,private sector self-supply development,1,1,0,1
5093,private sector viability in rural water,1,1,0,1
5094,private sector water management,1,1,0,1
5095,private sector-county government coordination,1,1,0,1
5096,private spare parts supply enterprises,1,1,0,1
5097,private toilet ownership,1,1,0,1
5098,private waste collection service cost,1,1,0,1
5099,private youth-led waste collection,1,1,0,1
5100,privatization,1,1,0,1
5101,proactive borehole development,1,1,0,1
5102,proactive demand planning,1,1,0,1
5103,proactive sanitation planning,1,0,1,1
5104,problem identification and resolution,1,0,1,1
5105,problem identification and response,1,0,1,1
5106,problem identification and solution planning,1,0,1,1
5107,problem identification capacity,1,0,1,1
5108,problem reporting to woreda water office,1,0,1,1
5109,problem resolution,1,0,1,1
5110,problem resolution speed,1,0,1,1
5111,problem response timeliness,1,0,1,1
5112,problem-solving capacity,1,0,1,1
5113,procurement bureaucracy,1,1,0,1
5114,procurement cost,1,0,1,1
5115,procurement cycle delays,1,0,1,1
5116,procurement delay,1,0,1,1
5117,procurement mismanagement,1,1,0,1
5118,procurement of repair materials,1,0,1,1
5119,procurement of technical experts,1,1,0,1
5120,procurement process complexity,1,1,0,1
5121,procurement process delays,1,1,0,1
5122,procurement process duration,1,0,1,1
5123,procurement restart,1,0,1,1
5124,procurement timeline,1,0,1,1
5125,procurement timeliness,1,0,1,1
5126,production and maintenance cost coverage,1,0,1,1
5127,production cost,1,1,0,1
5128,professional background of user committees,1,1,0,1
5129,professional development training,1,1,0,1
5130,professional management,1,1,0,1
5131,professional management of water schemes,1,0,1,1
5132,professional personnel in rural water sector,1,1,0,1
5133,professional service providers,1,1,0,1
5134,professional staff in WSPs,1,1,0,1
5135,professional water service providers,1,1,0,1
5136,professionalism in management,1,1,0,1
5137,professionalization of rural water sector,1,1,0,1
5138,program accountability,1,0,1,1
5139,program awareness of office head,1,0,1,1
5140,program beneficiary reach,1,0,1,1
5141,program continuity,1,0,1,1
5142,program impact,1,0,1,1
5143,program implementation quality,1,0,1,1
5144,program operation manual cascading to local governments,1,1,0,1
5145,program overlap and duplication,1,1,0,1
5146,program transparency,1,0,1,1
5147,project bank account,1,1,0,1
